dataset,target,feature,n_rows_used,pearson,spearman,abs_spearman,abs_pearson
HNEI,RUL,current_std,15164,0.9024865644114177,0.9440129873285515,0.9440129873285515,0.9024865644114177
HNEI,RUL,current_kurtosis,15164,-0.9129174731644792,-0.9623873688077313,0.9623873688077313,0.9129174731644792
HNEI,RUL,current_skewness,15164,-0.9231892385013191,-0.9604462353007952,0.9604462353007952,0.9231892385013191
HNEI,RUL,CV_Q,15164,-0.6868261658898882,-0.796656323618043,0.796656323618043,0.6868261658898882
HNEI,RUL,CV_charge_time,15164,-0.8484538044406843,-0.9475056416743334,0.9475056416743334,0.8484538044406843
HNEI,RUL,current_slope,15164,-0.9234484367898831,-0.9595375555176163,0.9595375555176163,0.9234484367898831
HNEI,RUL,current_entropy,15164,0.8676222084276706,0.9455580549103443,0.9455580549103443,0.8676222084276706
HUST,SOH,voltage_mean,146120,-0.5192145709091182,-0.5877795646684766,0.5877795646684766,0.5192145709091182
HUST,SOH,voltage_std,146120,-0.5449898493905254,-0.6021181892243671,0.6021181892243671,0.5449898493905254
HUST,SOH,voltage_kurtosis,146120,0.5756551798029049,0.6337205954107676,0.6337205954107676,0.5756551798029049
HUST,SOH,voltage_skewness,146120,0.5713440937303148,0.6361750152461743,0.6361750152461743,0.5713440937303148
HUST,SOH,CC_Q,146120,0.7463640118030119,0.8390655861433428,0.8390655861433428,0.7463640118030119
HUST,SOH,CC_charge_time,146120,0.7464111323597522,0.8403434861415402,0.8403434861415402,0.7464111323597522
HUST,SOH,voltage_slope,146120,-0.7548242372681797,-0.8506072358471848,0.8506072358471848,0.7548242372681797
HUST,SOH,voltage_entropy,146120,-0.44007788335260967,-0.500346580525144,0.500346580525144,0.44007788335260967
HUST,SOH,current_mean,146120,-0.29017656029252004,-0.3546310959509368,0.3546310959509368,0.29017656029252004
HUST,SOH,current_std,146120,-0.43067886070252354,-0.47791125762594727,0.47791125762594727,0.43067886070252354
HUST,SOH,current_kurtosis,146120,0.3203890857399758,0.39482449379904877,0.39482449379904877,0.3203890857399758
HUST,SOH,current_skewness,146120,0.29623758186089016,0.3683299773442075,0.3683299773442075,0.29623758186089016
HUST,SOH,CV_Q,146120,0.29348879527743754,0.25044203537937704,0.25044203537937704,0.29348879527743754
HUST,SOH,CV_charge_time,146120,0.413703820880888,0.36296379918648397,0.36296379918648397,0.413703820880888
HUST,SOH,current_slope,146120,0.529276781640708,0.47471296225644355,0.47471296225644355,0.529276781640708
HUST,SOH,current_entropy,146120,0.0782144685983909,0.0003027362289511229,0.0003027362289511229,0.0782144685983909
HUST,RUL,voltage_mean,146120,-0.4991536649495055,-0.5161083294543604,0.5161083294543604,0.4991536649495055
HUST,RUL,voltage_std,146120,-0.5293308002240676,-0.5243095481792011,0.5243095481792011,0.5293308002240676
HUST,RUL,voltage_kurtosis,146120,0.560548579278788,0.5592636208202305,0.5592636208202305,0.560548579278788
HUST,RUL,voltage_skewness,146120,0.5558856390144347,0.5644626353575257,0.5644626353575257,0.5558856390144347
HUST,RUL,CC_Q,146120,0.7827249612318161,0.8040808506582372,0.8040808506582372,0.7827249612318161
HUST,RUL,CC_charge_time,146120,0.7828769627066647,0.8060191761837487,0.8060191761837487,0.7828769627066647
HUST,RUL,voltage_slope,146120,-0.7488653424081365,-0.8007180596799043,0.8007180596799043,0.7488653424081365
HUST,RUL,voltage_entropy,146120,-0.42235724386552514,-0.4271111410067845,0.4271111410067845,0.42235724386552514
HUST,RUL,current_mean,146120,-0.2516506842179215,-0.27095312609258987,0.27095312609258987,0.2516506842179215
HUST,RUL,current_std,146120,-0.37776453319145487,-0.40014630943732826,0.40014630943732826,0.37776453319145487
HUST,RUL,current_kurtosis,146120,0.28083405824055707,0.3096455494485772,0.3096455494485772,0.28083405824055707
HUST,RUL,current_skewness,146120,0.25914378063111104,0.28334396145218727,0.28334396145218727,0.25914378063111104
HUST,RUL,CV_Q,146120,0.2566607845825944,0.27861790089748795,0.27861790089748795,0.2566607845825944
HUST,RUL,CV_charge_time,146120,0.36220806385895593,0.37818010265116836,0.37818010265116836,0.36220806385895593
HUST,RUL,current_slope,146120,0.4609285658293173,0.4727048998008033,0.4727048998008033,0.4609285658293173
HUST,RUL,current_entropy,146120,0.07279405523761333,0.05469023422099375,0.05469023422099375,0.07279405523761333
ISU_ILCC,SOH,voltage_mean,250000,0.5136279561106242,0.1923794643858324,0.1923794643858324,0.5136279561106242
ISU_ILCC,SOH,voltage_std,250000,0.5909967642690525,0.6543062312017581,0.6543062312017581,0.5909967642690525
ISU_ILCC,SOH,voltage_kurtosis,250000,-0.41624533390439233,-0.3106788839136165,0.3106788839136165,0.41624533390439233
ISU_ILCC,SOH,voltage_skewness,250000,-0.2875291535644605,-0.4125144455407079,0.4125144455407079,0.2875291535644605
ISU_ILCC,SOH,CC_Q,250000,0.6227685240688289,0.7702033487864858,0.7702033487864858,0.6227685240688289
ISU_ILCC,SOH,CC_charge_time,250000,0.504175796114898,0.7366963882539479,0.7366963882539479,0.504175796114898
ISU_ILCC,SOH,voltage_slope,250000,0.32901472867426895,0.6410507284673093,0.6410507284673093,0.32901472867426895
ISU_ILCC,SOH,voltage_entropy,250000,0.6508491827762743,0.6924347960442739,0.6924347960442739,0.6508491827762743
ISU_ILCC,SOH,current_mean,250000,0.0902467716146304,0.3000911581988783,0.3000911581988783,0.0902467716146304
ISU_ILCC,SOH,current_std,250000,0.21816635821958508,0.18287634194402158,0.18287634194402158,0.21816635821958508
ISU_ILCC,SOH,current_kurtosis,250000,-0.5041254482988379,-0.4698121400257696,0.4698121400257696,0.5041254482988379
ISU_ILCC,SOH,current_skewness,250000,-0.2067544199308903,-0.29100964727519285,0.29100964727519285,0.2067544199308903
ISU_ILCC,SOH,CV_Q,250000,0.5329520033978637,0.467390000692446,0.467390000692446,0.5329520033978637
ISU_ILCC,SOH,CV_charge_time,250000,0.4552771715591703,0.4469883944792825,0.4469883944792825,0.4552771715591703
ISU_ILCC,SOH,current_slope,250000,0.18771564465284593,0.12401392705303298,0.12401392705303298,0.18771564465284593
ISU_ILCC,SOH,current_entropy,250000,0.23507533802175468,0.39715971033800185,0.39715971033800185,0.23507533802175468
ISU_ILCC,RUL,voltage_mean,250000,0.16272990082740815,0.1933524140770824,0.1933524140770824,0.16272990082740815
ISU_ILCC,RUL,voltage_std,250000,-0.05027198824176154,0.0578282599613273,0.0578282599613273,0.05027198824176154
ISU_ILCC,RUL,voltage_kurtosis,250000,-0.11802682476904233,-0.09187701661592869,0.09187701661592869,0.11802682476904233
ISU_ILCC,RUL,voltage_skewness,250000,-0.11733307081044334,-0.09897450631857943,0.09897450631857943,0.11733307081044334
ISU_ILCC,RUL,CC_Q,250000,-0.06354287482202552,0.13509832654334947,0.13509832654334947,0.06354287482202552
ISU_ILCC,RUL,CC_charge_time,250000,-0.0598817701091607,0.13949457155165143,0.13949457155165143,0.0598817701091607
ISU_ILCC,RUL,voltage_slope,250000,0.10427763378434732,0.15612335027667815,0.15612335027667815,0.10427763378434732
ISU_ILCC,RUL,voltage_entropy,250000,0.15324740421775843,0.07832321368309726,0.07832321368309726,0.15324740421775843
ISU_ILCC,RUL,current_mean,250000,0.07389499985263176,0.1870626464464182,0.1870626464464182,0.07389499985263176
ISU_ILCC,RUL,current_std,250000,0.03610652872298307,-0.000981726667570795,0.000981726667570795,0.03610652872298307
ISU_ILCC,RUL,current_kurtosis,250000,-0.1921250873251527,-0.22434005654098627,0.22434005654098627,0.1921250873251527
ISU_ILCC,RUL,current_skewness,250000,-0.11423462292166767,-0.17458107974836842,0.17458107974836842,0.11423462292166767
ISU_ILCC,RUL,CV_Q,250000,-0.012598603159466025,0.00030607888161696774,0.00030607888161696774,0.012598603159466025
ISU_ILCC,RUL,CV_charge_time,250000,-0.0933077912494955,-0.07279936361813366,0.07279936361813366,0.0933077912494955
ISU_ILCC,RUL,current_slope,250000,0.013991238797786095,-0.040460605296838835,0.040460605296838835,0.013991238797786095
ISU_ILCC,RUL,current_entropy,250000,-0.008613442454038608,0.047787141906895904,0.047787141906895904,0.008613442454038608
MATR,SOH,voltage_mean,140001,0.4677623941932096,-0.732672866521901,0.732672866521901,0.4677623941932096
MATR,SOH,voltage_std,140001,0.7090910601332472,0.23427524793543206,0.23427524793543206,0.7090910601332472
MATR,SOH,voltage_kurtosis,140001,0.14216165758585972,0.4925808333693686,0.4925808333693686,0.14216165758585972
MATR,SOH,voltage_skewness,140001,0.5941097883702754,0.6172389530943508,0.6172389530943508,0.5941097883702754
MATR,SOH,CC_Q,140001,0.7223040096126959,0.6754910530409004,0.6754910530409004,0.7223040096126959
MATR,SOH,CC_charge_time,140001,0.7606135836753871,0.8879351984756036,0.8879351984756036,0.7606135836753871
MATR,SOH,voltage_slope,140001,-0.08199809812660931,0.33730300263991864,0.33730300263991864,0.08199809812660931
MATR,SOH,voltage_entropy,140001,0.7427815336849262,0.36566969927823595,0.36566969927823595,0.7427815336849262
MATR,SOH,current_mean,140001,-0.42557185533853187,-0.4821314882318563,0.4821314882318563,0.42557185533853187
MATR,SOH,current_std,140001,-0.36820834830507276,-0.4057411590383568,0.4057411590383568,0.36820834830507276
MATR,SOH,current_kurtosis,140001,0.35693625016546854,0.44195613964239294,0.44195613964239294,0.35693625016546854
MATR,SOH,current_skewness,140001,0.41398403876906553,0.4589429632617911,0.4589429632617911,0.41398403876906553
MATR,SOH,CV_Q,140001,-0.38766941293336493,0.14597259469705945,0.14597259469705945,0.38766941293336493
MATR,SOH,CV_charge_time,140001,-0.5878686281662251,0.1800010489748289,0.1800010489748289,0.5878686281662251
MATR,SOH,current_slope,140001,-0.2082016921054351,0.2690195113648868,0.2690195113648868,0.2082016921054351
MATR,SOH,current_entropy,140001,-0.3973531701214927,-0.19990717559918691,0.19990717559918691,0.3973531701214927
MATR,RUL,voltage_mean,140001,0.13376475160438556,-0.7559496337453552,0.7559496337453552,0.13376475160438556
MATR,RUL,voltage_std,140001,0.3820883509497366,0.35259832910775024,0.35259832910775024,0.3820883509497366
MATR,RUL,voltage_kurtosis,140001,0.2327605200881056,0.446254318196544,0.446254318196544,0.2327605200881056
MATR,RUL,voltage_skewness,140001,0.5783280176548832,0.7153003108558754,0.7153003108558754,0.5783280176548832
MATR,RUL,CC_Q,140001,0.5479424228927374,0.85207575881162,0.85207575881162,0.5479424228927374
MATR,RUL,CC_charge_time,140001,0.5383318581022288,0.7036859188589363,0.7036859188589363,0.5383318581022288
MATR,RUL,voltage_slope,140001,-0.1854546645535566,0.11820097461152605,0.11820097461152605,0.1854546645535566
MATR,RUL,voltage_entropy,140001,0.3063999747225735,0.09166510477022023,0.09166510477022023,0.3063999747225735
MATR,RUL,current_mean,140001,-0.4688599814823684,-0.5447400956371593,0.5447400956371593,0.4688599814823684
MATR,RUL,current_std,140001,-0.40746041636268726,-0.46963117190660925,0.46963117190660925,0.40746041636268726
MATR,RUL,current_kurtosis,140001,0.43128241100310144,0.5495651667404919,0.5495651667404919,0.43128241100310144
MATR,RUL,current_skewness,140001,0.4664860434695782,0.5421199173439945,0.5421199173439945,0.4664860434695782
MATR,RUL,CV_Q,140001,-0.24996962611127432,-0.2021831035734645,0.2021831035734645,0.24996962611127432
MATR,RUL,CV_charge_time,140001,-0.24672361888550945,-0.1782921256481695,0.1782921256481695,0.24672361888550945
MATR,RUL,current_slope,140001,-0.04192704777738725,-0.05239970547288619,0.05239970547288619,0.04192704777738725
MATR,RUL,current_entropy,140001,-0.2595877342939973,-0.27325979403955597,0.27325979403955597,0.2595877342939973
MICH,SOH,voltage_mean,19895,0.2917421915490679,-0.30541447088055723,0.30541447088055723,0.2917421915490679
MICH,SOH,voltage_std,19895,0.7631129397582332,0.3118381640705063,0.3118381640705063,0.7631129397582332
MICH,SOH,voltage_kurtosis,19895,-0.4708360995422835,-0.4920295865377177,0.4920295865377177,0.4708360995422835
MICH,SOH,voltage_skewness,19895,0.2775650957865458,0.42146288986548797,0.42146288986548797,0.2775650957865458
MICH,SOH,CC_Q,19895,0.9916659167941386,0.8998334598444082,0.8998334598444082,0.9916659167941386
MICH,SOH,CC_charge_time,19895,0.9915681447926912,0.8996760443838285,0.8996760443838285,0.9915681447926912
MICH,SOH,voltage_slope,19895,-0.519719318502136,-0.6744157802663947,0.6744157802663947,0.519719318502136
MICH,SOH,voltage_entropy,19895,0.5172497598387928,0.10042608503746882,0.10042608503746882,0.5172497598387928
MICH,SOH,current_mean,19895,0.4636884362925122,0.5619844081587013,0.5619844081587013,0.4636884362925122
MICH,SOH,current_std,19895,0.6859318143404178,0.727962436499994,0.727962436499994,0.6859318143404178
MICH,SOH,current_kurtosis,19895,-0.5092969506704005,-0.5229953551965745,0.5229953551965745,0.5092969506704005
MICH,SOH,current_skewness,19895,-0.49435742013416056,-0.49621926022714435,0.49621926022714435,0.49435742013416056
MICH,SOH,CV_Q,19895,-0.6997938020946043,-0.8887936757867069,0.8887936757867069,0.6997938020946043
MICH,SOH,CV_charge_time,19895,-0.7459046382508716,-0.9036347780212309,0.9036347780212309,0.7459046382508716
MICH,SOH,current_slope,19895,-0.6655257615594844,-0.8818734805608764,0.8818734805608764,0.6655257615594844
MICH,SOH,current_entropy,19895,0.15632691291625164,0.133129133730113,0.133129133730113,0.15632691291625164
MICH,RUL,voltage_mean,19895,0.10040896314685316,-0.2858322373547004,0.2858322373547004,0.10040896314685316
MICH,RUL,voltage_std,19895,0.31256289573015955,0.2649527057311363,0.2649527057311363,0.31256289573015955
MICH,RUL,voltage_kurtosis,19895,-0.14965667139091146,-0.44057720291638436,0.44057720291638436,0.14965667139091146
MICH,RUL,voltage_skewness,19895,0.10207768540690933,0.3968377531333543,0.3968377531333543,0.10207768540690933
MICH,RUL,CC_Q,19895,0.7274160645558204,0.9294795566397765,0.9294795566397765,0.7274160645558204
MICH,RUL,CC_charge_time,19895,0.7274131272647077,0.9293148461226798,0.9293148461226798,0.7274131272647077
MICH,RUL,voltage_slope,19895,-0.33622677928427297,-0.7963761320270205,0.7963761320270205,0.33622677928427297
MICH,RUL,voltage_entropy,19895,0.16436261437245836,0.0652063627775987,0.0652063627775987,0.16436261437245836
MICH,RUL,current_mean,19895,0.3646180487337572,0.403545129761352,0.403545129761352,0.3646180487337572
MICH,RUL,current_std,19895,0.537117055824739,0.5722361947965123,0.5722361947965123,0.537117055824739
MICH,RUL,current_kurtosis,19895,-0.296891429466512,-0.3684255504316621,0.3684255504316621,0.296891429466512
MICH,RUL,current_skewness,19895,-0.31727135297658604,-0.3421102927879447,0.3421102927879447,0.31727135297658604
MICH,RUL,CV_Q,19895,-0.7734587474086806,-0.7795811655569517,0.7795811655569517,0.7734587474086806
MICH,RUL,CV_charge_time,19895,-0.7784705133156643,-0.766905663132083,0.766905663132083,0.7784705133156643
MICH,RUL,current_slope,19895,-0.6626500276627862,-0.7343049838771807,0.7343049838771807,0.6626500276627862
MICH,RUL,current_entropy,19895,0.0626170158508405,0.02708432338823138,0.02708432338823138,0.0626170158508405
MICH_EXP,SOH,voltage_mean,6545,-0.5599788584783646,-0.13794138997207173,0.13794138997207173,0.5599788584783646
MICH_EXP,SOH,voltage_std,6545,0.6015011396033838,0.18500110896653332,0.18500110896653332,0.6015011396033838
MICH_EXP,SOH,voltage_kurtosis,6545,-0.551773853156779,-0.6737115771843499,0.6737115771843499,0.551773853156779
MICH_EXP,SOH,voltage_skewness,6545,0.5617292641550509,0.16607590639391037,0.16607590639391037,0.5617292641550509
MICH_EXP,SOH,CC_Q,6545,0.4661527934854587,0.1177601909438218,0.1177601909438218,0.4661527934854587
MICH_EXP,SOH,CC_charge_time,6545,0.5190927028850953,0.334884068628766,0.334884068628766,0.5190927028850953
MICH_EXP,SOH,voltage_slope,6545,-0.6932030417441796,-0.2997731554161248,0.2997731554161248,0.6932030417441796
MICH_EXP,SOH,voltage_entropy,6545,0.6701328799288093,0.511863063371207,0.511863063371207,0.6701328799288093
MICH_EXP,SOH,current_mean,6545,-0.4487090490886415,-0.31559106897929873,0.31559106897929873,0.4487090490886415
MICH_EXP,SOH,current_std,6545,-0.5158912950519849,-0.330228087900971,0.330228087900971,0.5158912950519849
MICH_EXP,SOH,current_kurtosis,6545,-0.7579110245278058,-0.5414131260882747,0.5414131260882747,0.7579110245278058
MICH_EXP,SOH,current_skewness,6545,-0.7519755604424053,-0.5346132514562868,0.5346132514562868,0.7519755604424053
MICH_EXP,SOH,CV_Q,6545,-0.7614845177621442,-0.6765914253865224,0.6765914253865224,0.7614845177621442
MICH_EXP,SOH,CV_charge_time,6545,-0.7139395949346915,-0.609004276906504,0.609004276906504,0.7139395949346915
MICH_EXP,SOH,current_slope,6545,0.02312068209249044,0.07503136835318372,0.07503136835318372,0.02312068209249044
MICH_EXP,SOH,current_entropy,6545,0.683701245098327,0.45124001552086374,0.45124001552086374,0.683701245098327
MICH_EXP,RUL,voltage_mean,6545,0.08204256019456278,0.12994778125259412,0.12994778125259412,0.08204256019456278
MICH_EXP,RUL,voltage_std,6545,-0.11935319245803862,-0.15996431555753,0.15996431555753,0.11935319245803862
MICH_EXP,RUL,voltage_kurtosis,6545,0.2750460202694657,0.23437633473855157,0.23437633473855157,0.2750460202694657
MICH_EXP,RUL,voltage_skewness,6545,-0.14499649456953206,-0.17859290406454661,0.17859290406454661,0.14499649456953206
MICH_EXP,RUL,CC_Q,6545,-0.025041814221725398,-0.0644249999684241,0.0644249999684241,0.025041814221725398
MICH_EXP,RUL,CC_charge_time,6545,0.0037010288098005568,0.03136138961860902,0.03136138961860902,0.0037010288098005568
MICH_EXP,RUL,voltage_slope,6545,-0.15769811720490998,-0.0668439955141829,0.0668439955141829,0.15769811720490998
MICH_EXP,RUL,voltage_entropy,6545,0.12820217375301202,-0.23816601672779872,0.23816601672779872,0.12820217375301202
MICH_EXP,RUL,current_mean,6545,-0.04264906044533459,-0.21814374676411727,0.21814374676411727,0.04264906044533459
MICH_EXP,RUL,current_std,6545,-0.023646487299611288,-0.13570199884602513,0.13570199884602513,0.023646487299611288
