dataset,window,feature,target,n,pearson,spearman,abs_pearson,abs_spearman
CALCE,full,relax_kur,RUL,14297,0.10261877283897333,0.008649235897866567,0.10261877283897333,0.008649235897866567
CALCE,full,relax_max,RUL,14297,0.1366384237000619,0.16142112959306365,0.1366384237000619,0.16142112959306365
CALCE,full,relax_mean,RUL,14297,0.6458303126733734,0.7001589469763122,0.6458303126733734,0.7001589469763122
CALCE,full,relax_min,RUL,14297,0.6565684633543091,0.7298727797717413,0.6565684633543091,0.7298727797717413
CALCE,full,relax_ske,RUL,14297,0.09046937898109628,0.009082681537068545,0.09046937898109628,0.009082681537068545
CALCE,full,relax_var,RUL,14297,-0.6202937069718514,-0.7273681175225087,0.6202937069718514,0.7273681175225087
CALCE,full,relax_kur,SOH,14297,-0.0315116600441904,-0.03947461720968748,0.0315116600441904,0.03947461720968748
CALCE,full,relax_max,SOH,14297,0.15802414133944906,0.17792160584040073,0.15802414133944906,0.17792160584040073
CALCE,full,relax_mean,SOH,14297,0.7157538176203689,0.7182092136780336,0.7157538176203689,0.7182092136780336
CALCE,full,relax_min,SOH,14297,0.7006483405899526,0.7394143573175809,0.7006483405899526,0.7394143573175809
CALCE,full,relax_ske,SOH,14297,-0.037260180236992,-0.039021191845826204,0.037260180236992,0.039021191845826204
CALCE,full,relax_var,SOH,14297,-0.5915982028171991,-0.7118927090569741,0.5915982028171991,0.7118927090569741
CALCE,full,relax_kur,discharge_capacity_in_Ah,14297,-0.25077293271248413,-0.25179829510081275,0.25077293271248413,0.25179829510081275
CALCE,full,relax_max,discharge_capacity_in_Ah,14297,0.09076629871449717,0.09140869462716561,0.09076629871449717,0.09140869462716561
CALCE,full,relax_mean,discharge_capacity_in_Ah,14297,0.7153921337580244,0.7056125127968885,0.7153921337580244,0.7056125127968885
CALCE,full,relax_min,discharge_capacity_in_Ah,14297,0.6739905998149752,0.6805691327389767,0.6739905998149752,0.6805691327389767
CALCE,full,relax_ske,discharge_capacity_in_Ah,14297,-0.24294210574853972,-0.25153311105939197,0.24294210574853972,0.25153311105939197
CALCE,full,relax_var,discharge_capacity_in_Ah,14297,-0.5099309639146536,-0.5249825066903829,0.5099309639146536,0.5249825066903829
HNEI,full,relax_kur,RUL,14754,-0.051197720347228096,0.030098000522383813,0.051197720347228096,0.030098000522383813
HNEI,full,relax_max,RUL,14754,-0.015861083310839064,-0.015267441420759103,0.015861083310839064,0.015267441420759103
HNEI,full,relax_mean,RUL,14754,0.014481025363531833,-0.030332635634687563,0.014481025363531833,0.030332635634687563
HNEI,full,relax_min,RUL,14754,0.06077109363207514,0.0006899432279739693,0.06077109363207514,0.0006899432279739693
HNEI,full,relax_ske,RUL,14754,0.11916455339988132,0.1293716046703836,0.11916455339988132,0.1293716046703836
HNEI,full,relax_var,RUL,14754,-0.10222244286749933,-0.09510986280298339,0.10222244286749933,0.09510986280298339
HNEI,full,relax_kur,SOH,14754,-0.0475015860298232,0.033183483274060524,0.0475015860298232,0.033183483274060524
HNEI,full,relax_max,SOH,14754,-0.019864388134600845,-0.020503198300975356,0.019864388134600845,0.020503198300975356
HNEI,full,relax_mean,SOH,14754,0.02027681542161616,-0.03977837123993252,0.02027681542161616,0.03977837123993252
HNEI,full,relax_min,SOH,14754,0.0674219479748785,-0.006855692849203676,0.0674219479748785,0.006855692849203676
HNEI,full,relax_ske,SOH,14754,0.10718741927625561,0.12196991798848002,0.10718741927625561,0.12196991798848002
HNEI,full,relax_var,SOH,14754,-0.10934053546737095,-0.09387143303249307,0.10934053546737095,0.09387143303249307
HNEI,full,relax_kur,discharge_capacity_in_Ah,14754,-0.047501586029823226,0.033183483274060524,0.047501586029823226,0.033183483274060524
HNEI,full,relax_max,discharge_capacity_in_Ah,14754,-0.01986438813460083,-0.020503198300975356,0.01986438813460083,0.020503198300975356
HNEI,full,relax_mean,discharge_capacity_in_Ah,14754,0.0202768154216161,-0.03977837123993252,0.0202768154216161,0.03977837123993252
HNEI,full,relax_min,discharge_capacity_in_Ah,14754,0.06742194797487844,-0.006855692849203676,0.06742194797487844,0.006855692849203676
HNEI,full,relax_ske,discharge_capacity_in_Ah,14754,0.10718741927625554,0.12196991798848002,0.10718741927625554,0.12196991798848002
HNEI,full,relax_var,discharge_capacity_in_Ah,14754,-0.10934053546737096,-0.09387143303249307,0.10934053546737096,0.09387143303249307
ISU_ILCC,full,relax_kur,RUL,1194414,0.13077951008122995,0.07752344617618327,0.13077951008122995,0.07752344617618327
ISU_ILCC,full,relax_max,RUL,1194414,0.14757706920750177,0.12028054928560902,0.14757706920750177,0.12028054928560902
ISU_ILCC,full,relax_mean,RUL,1194414,0.1333069216100083,0.10579214965106899,0.1333069216100083,0.10579214965106899
ISU_ILCC,full,relax_min,RUL,1194414,-0.026984522446660376,0.04612718089559102,0.026984522446660376,0.04612718089559102
ISU_ILCC,full,relax_ske,RUL,1194414,-0.08594786939968646,-0.08295168118193903,0.08594786939968646,0.08295168118193903
ISU_ILCC,full,relax_var,RUL,1194414,-0.005582352926319216,0.08252063373862491,0.005582352926319216,0.08252063373862491
ISU_ILCC,full,relax_kur,SOH,1194414,0.1525499420560647,0.08854224250390931,0.1525499420560647,0.08854224250390931
ISU_ILCC,full,relax_max,SOH,1194414,0.04893921610357468,0.06270015391325098,0.04893921610357468,0.06270015391325098
ISU_ILCC,full,relax_mean,SOH,1194414,0.03216078948876479,0.042675558757498434,0.03216078948876479,0.042675558757498434
ISU_ILCC,full,relax_min,SOH,1194414,-0.07183179857859344,-0.025959073579457488,0.07183179857859344,0.025959073579457488
ISU_ILCC,full,relax_ske,SOH,1194414,-0.11216395045045707,-0.10161521295039681,0.11216395045045707,0.10161521295039681
ISU_ILCC,full,relax_var,SOH,1194414,0.018635078825844212,0.12928348253675248,0.018635078825844212,0.12928348253675248
ISU_ILCC,full,relax_kur,discharge_capacity_in_Ah,1194414,0.18340187544177036,0.11319160222843556,0.18340187544177036,0.11319160222843556
ISU_ILCC,full,relax_max,discharge_capacity_in_Ah,1194414,0.033180980307327856,0.014615781156321025,0.033180980307327856,0.014615781156321025
ISU_ILCC,full,relax_mean,discharge_capacity_in_Ah,1194414,0.02362697550913081,-0.006848916370547456,0.02362697550913081,0.006848916370547456
ISU_ILCC,full,relax_min,discharge_capacity_in_Ah,1194414,-0.06572171117593839,-0.0788418758500008,0.06572171117593839,0.0788418758500008
ISU_ILCC,full,relax_ske,discharge_capacity_in_Ah,1194414,-0.11753261906182218,-0.11629823352459094,0.11753261906182218,0.11629823352459094
ISU_ILCC,full,relax_var,discharge_capacity_in_Ah,1194414,0.00828535425783851,0.14039261460058106,0.00828535425783851,0.14039261460058106
MATR,full,relax_kur,RUL,57866,-0.03935475735201786,-0.02601679047740702,0.03935475735201786,0.02601679047740702
MATR,full,relax_max,RUL,57866,0.008370612778471856,-0.04715473441919038,0.008370612778471856,0.04715473441919038
MATR,full,relax_mean,RUL,57866,0.008133665279370548,-0.11799813686709719,0.008133665279370548,0.11799813686709719
MATR,full,relax_min,RUL,57866,0.020625418951578985,0.005972939026097561,0.020625418951578985,0.005972939026097561
MATR,full,relax_ske,RUL,57866,0.10472055507130608,0.09950301155172397,0.10472055507130608,0.09950301155172397
MATR,full,relax_var,RUL,57866,-0.02084082351760495,0.10078914514297405,0.02084082351760495,0.10078914514297405
MATR,full,relax_kur,SOH,57866,-0.03692442610874394,0.029338154959282218,0.03692442610874394,0.029338154959282218
MATR,full,relax_max,SOH,57866,-0.059442958006333084,-0.17876221027033298,0.059442958006333084,0.17876221027033298
MATR,full,relax_mean,SOH,57866,0.023229260441914062,-0.21913171761157973,0.023229260441914062,0.21913171761157973
MATR,full,relax_min,SOH,57866,0.05757476393267587,0.12015089522807726,0.05757476393267587,0.12015089522807726
MATR,full,relax_ske,SOH,57866,0.1378633147811849,0.16626222729762372,0.1378633147811849,0.16626222729762372
MATR,full,relax_var,SOH,57866,-0.058132213334653876,0.0020795948903870763,0.058132213334653876,0.0020795948903870763
MATR,full,relax_kur,discharge_capacity_in_Ah,57866,-0.03692442610874392,0.029338154959282218,0.03692442610874392,0.029338154959282218
MATR,full,relax_max,discharge_capacity_in_Ah,57866,-0.059442958006333056,-0.17876221027033298,0.059442958006333056,0.17876221027033298
MATR,full,relax_mean,discharge_capacity_in_Ah,57866,0.023229260441914056,-0.21913171761157973,0.023229260441914056,0.21913171761157973
MATR,full,relax_min,discharge_capacity_in_Ah,57866,0.05757476393267598,0.12015089522807726,0.05757476393267598,0.12015089522807726
MATR,full,relax_ske,discharge_capacity_in_Ah,57866,0.13786331478118524,0.16626222729762372,0.13786331478118524,0.16626222729762372
MATR,full,relax_var,discharge_capacity_in_Ah,57866,-0.058132213334653904,0.0020795948903870763,0.058132213334653904,0.0020795948903870763
MICH,full,relax_kur,RUL,19881,-0.7002110081999985,-0.7076982087206587,0.7002110081999985,0.7076982087206587
MICH,full,relax_max,RUL,19881,-0.029246333863475582,-0.02908001255734144,0.029246333863475582,0.02908001255734144
MICH,full,relax_mean,RUL,19881,-0.03531571701682512,-0.3612879079139745,0.03531571701682512,0.3612879079139745
MICH,full,relax_min,RUL,19881,0.6389791371642496,0.676166734439424,0.6389791371642496,0.676166734439424
MICH,full,relax_ske,RUL,19881,0.7056110177348743,0.7053660589139594,0.7056110177348743,0.7053660589139594
MICH,full,relax_var,RUL,19881,-0.10410998890978161,-0.09475165584690928,0.10410998890978161,0.09475165584690928
MICH,full,relax_kur,SOH,19881,-0.6746604961345817,-0.7959934913936076,0.6746604961345817,0.7959934913936076
MICH,full,relax_max,SOH,19881,-0.019891767502760054,-0.022670917782895525,0.019891767502760054,0.022670917782895525
MICH,full,relax_mean,SOH,19881,0.019527546730388763,-0.45959570599962113,0.019527546730388763,0.45959570599962113
MICH,full,relax_min,SOH,19881,0.7796182802408556,0.6831757259485348,0.7796182802408556,0.6831757259485348
MICH,full,relax_ske,SOH,19881,0.6824164057350784,0.7934328085017263,0.6824164057350784,0.7934328085017263
MICH,full,relax_var,SOH,19881,-0.17666822893865416,0.006288949435079818,0.17666822893865416,0.006288949435079818
MICH,full,relax_kur,discharge_capacity_in_Ah,19881,-0.6746604961345822,-0.7959934913936076,0.6746604961345822,0.7959934913936076
MICH,full,relax_max,discharge_capacity_in_Ah,19881,-0.019891767502760057,-0.022670917782895525,0.019891767502760057,0.022670917782895525
MICH,full,relax_mean,discharge_capacity_in_Ah,19881,0.019527546730388888,-0.45959570599962113,0.019527546730388888,0.45959570599962113
MICH,full,relax_min,discharge_capacity_in_Ah,19881,0.7796182802408567,0.6831757259485348,0.7796182802408567,0.6831757259485348
MICH,full,relax_ske,discharge_capacity_in_Ah,19881,0.6824164057350792,0.7934328085017263,0.6824164057350792,0.7934328085017263
MICH,full,relax_var,discharge_capacity_in_Ah,19881,-0.17666822893865433,0.006288949435079818,0.17666822893865433,0.006288949435079818
SDU,full,relax_kur,RUL,49146,0.7940088265619575,0.8834370286034302,0.7940088265619575,0.8834370286034302
SDU,full,relax_max,RUL,49146,-0.10597337958704754,-0.26491594068730645,0.10597337958704754,0.26491594068730645
SDU,full,relax_mean,RUL,49146,-0.08274289015815749,0.7116237053019768,0.08274289015815749,0.7116237053019768
SDU,full,relax_min,RUL,49146,-0.06386596289130922,0.7082741407164622,0.06386596289130922,0.7082741407164622
SDU,full,relax_ske,RUL,49146,0.6817835685818329,0.8309236754026698,0.6817835685818329,0.8309236754026698
SDU,full,relax_var,RUL,49146,-0.6376361404573061,-0.8919155211030421,0.6376361404573061,0.8919155211030421
SDU,full,relax_kur,SOH,49146,0.6453564020117053,0.6568627932051523,0.6453564020117053,0.6568627932051523
SDU,full,relax_max,SOH,49146,0.3455775423975584,-0.04110248213627519,0.3455775423975584,0.04110248213627519
SDU,full,relax_mean,SOH,49146,0.36960816361944376,0.8549142315489517,0.36960816361944376,0.8549142315489517
SDU,full,relax_min,SOH,49146,0.38960714454848255,0.8361156049876792,0.38960714454848255,0.8361156049876792
SDU,full,relax_ske,SOH,49146,0.5715151016761698,0.5890725443549825,0.5715151016761698,0.5890725443549825
SDU,full,relax_var,SOH,49146,-0.6460352752836563,-0.7523737224279118,0.6460352752836563,0.7523737224279118
SDU,full,relax_kur,discharge_capacity_in_Ah,49146,0.6453564020117061,0.6568627932051523,0.6453564020117061,0.6568627932051523
SDU,full,relax_max,discharge_capacity_in_Ah,49146,0.3455775423975587,-0.04110248213627519,0.3455775423975587,0.04110248213627519
SDU,full,relax_mean,discharge_capacity_in_Ah,49146,0.36960816361944504,0.8549142315489517,0.36960816361944504,0.8549142315489517
SDU,full,relax_min,discharge_capacity_in_Ah,49146,0.3896071445484833,0.8361156049876792,0.3896071445484833,0.8361156049876792
SDU,full,relax_ske,discharge_capacity_in_Ah,49146,0.5715151016761697,0.5890725443549825,0.5715151016761697,0.5890725443549825
SDU,full,relax_var,discharge_capacity_in_Ah,49146,-0.646035275283654,-0.7523737224279118,0.646035275283654,0.7523737224279118
SNL,full,relax_kur,RUL,2014,0.00017795459604749253,0.11785743146038737,0.00017795459604749253,0.11785743146038737
SNL,full,relax_max,RUL,2014,-0.527926761487628,-0.463577139794508,0.527926761487628,0.463577139794508
SNL,full,relax_mean,RUL,2014,-0.5315655081371476,-0.5518530778926454,0.5315655081371476,0.5518530778926454
SNL,full,relax_min,RUL,2014,-0.5347268766175364,-0.545647001876456,0.5347268766175364,0.545647001876456
SNL,full,relax_ske,RUL,2014,0.19433671166686828,0.151603826516597,0.19433671166686828,0.151603826516597
SNL,full,relax_var,RUL,2014,0.5526456549389666,0.5747807838768674,0.5526456549389666,0.5747807838768674
SNL,full,relax_kur,SOH,2014,-0.3429261073501152,-0.06117252158004607,0.3429261073501152,0.06117252158004607
SNL,full,relax_max,SOH,2014,-0.2767230561755996,-0.26261347612348757,0.2767230561755996,0.26261347612348757
SNL,full,relax_mean,SOH,2014,-0.2769010513299314,-0.44008404091946013,0.2769010513299314,0.44008404091946013
SNL,full,relax_min,SOH,2014,-0.2805332547665991,-0.43495250087060106,0.2805332547665991,0.43495250087060106
SNL,full,relax_ske,SOH,2014,-0.1844771093634308,-0.1255434259210585,0.1844771093634308,0.1255434259210585
SNL,full,relax_var,SOH,2014,0.3375581425204941,0.4880702184780943,0.3375581425204941,0.4880702184780943
SNL,full,relax_kur,discharge_capacity_in_Ah,2014,-0.3321166050435214,-0.5208273949564822,0.3321166050435214,0.5208273949564822
SNL,full,relax_max,discharge_capacity_in_Ah,2014,0.9820269013944484,0.6525352634309337,0.9820269013944484,0.6525352634309337
SNL,full,relax_mean,discharge_capacity_in_Ah,2014,0.982545447120622,0.4223533245936603,0.982545447120622,0.4223533245936603
SNL,full,relax_min,discharge_capacity_in_Ah,2014,0.9819399900364931,0.4255955182747681,0.9819399900364931,0.4255955182747681
SNL,full,relax_ske,discharge_capacity_in_Ah,2014,-0.6468894621056913,-0.6453169714091241,0.6468894621056913,0.6453169714091241
SNL,full,relax_var,discharge_capacity_in_Ah,2014,-0.8017096194610563,-0.4191860895618921,0.8017096194610563,0.4191860895618921
Stanford,full,relax_kur,RUL,39305,-0.07261600637455477,-0.11443692023858501,0.07261600637455477,0.11443692023858501
Stanford,full,relax_max,RUL,39305,-0.2590719953866013,-0.2908118611766248,0.2590719953866013,0.2908118611766248
Stanford,full,relax_mean,RUL,39305,0.053428804331211575,0.05795938087378109,0.053428804331211575,0.05795938087378109
Stanford,full,relax_min,RUL,39305,0.3103248605535581,0.36286045468293054,0.3103248605535581,0.36286045468293054
Stanford,full,relax_ske,RUL,39305,0.005913978112522717,0.0035914750610828777,0.005913978112522717,0.0035914750610828777
Stanford,full,relax_var,RUL,39305,-0.21348265026614696,-0.23366424303013655,0.21348265026614696,0.23366424303013655
Stanford,full,relax_kur,SOH,39305,-0.060119209803292176,-0.11747183664455178,0.060119209803292176,0.11747183664455178
Stanford,full,relax_max,SOH,39305,-0.24206063566621697,-0.2802304869769507,0.24206063566621697,0.2802304869769507
Stanford,full,relax_mean,SOH,39305,0.040430926742401035,0.07809632246073386,0.040430926742401035,0.07809632246073386
Stanford,full,relax_min,SOH,39305,0.2770471975073988,0.376817458212602,0.2770471975073988,0.376817458212602
Stanford,full,relax_ske,SOH,39305,0.004281031398434964,0.008549526117998684,0.004281031398434964,0.008549526117998684
Stanford,full,relax_var,SOH,39305,-0.19371499635566544,-0.22778921205374653,0.19371499635566544,0.22778921205374653
Stanford,full,relax_kur,discharge_capacity_in_Ah,39305,-0.06011920980329226,-0.11747183664455178,0.06011920980329226,0.11747183664455178
Stanford,full,relax_max,discharge_capacity_in_Ah,39305,-0.242060635666217,-0.2802304869769507,0.242060635666217,0.2802304869769507
Stanford,full,relax_mean,discharge_capacity_in_Ah,39305,0.04043092674240109,0.07809632246073386,0.04043092674240109,0.07809632246073386
Stanford,full,relax_min,discharge_capacity_in_Ah,39305,0.2770471975073997,0.376817458212602,0.2770471975073997,0.376817458212602
Stanford,full,relax_ske,discharge_capacity_in_Ah,39305,0.004281031398434986,0.008549526117998684,0.004281031398434986,0.008549526117998684
Stanford,full,relax_var,discharge_capacity_in_Ah,39305,-0.1937149963556657,-0.22778921205374653,0.1937149963556657,0.22778921205374653
Stanford_2,full,relax_kur,RUL,188489,-0.05018542202896326,-0.10825958554470716,0.05018542202896326,0.10825958554470716
Stanford_2,full,relax_max,RUL,188489,0.0006236252740968417,-0.2851694174876105,0.0006236252740968417,0.2851694174876105
Stanford_2,full,relax_mean,RUL,188489,0.00652046420125609,0.06398198043547791,0.00652046420125609,0.06398198043547791
Stanford_2,full,relax_min,RUL,188489,0.03235456726940382,0.3553707715972126,0.03235456726940382,0.3553707715972126
Stanford_2,full,relax_ske,RUL,188489,-0.004244245661411561,-0.0013353098431351281,0.004244245661411561,0.0013353098431351281
Stanford_2,full,relax_var,RUL,188489,0.004349504755510488,-0.21358583783311785,0.004349504755510488,0.21358583783311785
Stanford_2,full,relax_kur,SOH,188489,-0.044754999258696325,-0.11447379373360321,0.044754999258696325,0.11447379373360321
Stanford_2,full,relax_max,SOH,188489,0.0004026185369846826,-0.31549170224219686,0.0004026185369846826,0.31549170224219686
Stanford_2,full,relax_mean,SOH,188489,0.005792188102458967,0.0652280458191594,0.005792188102458967,0.0652280458191594
Stanford_2,full,relax_min,SOH,188489,0.028947241833475915,0.3909328039276129,0.028947241833475915,0.3909328039276129
Stanford_2,full,relax_ske,SOH,188489,-0.004615077751936403,-0.0021163563560526715,0.004615077751936403,0.0021163563560526715
Stanford_2,full,relax_var,SOH,188489,0.004328974976672247,-0.254433544923279,0.004328974976672247,0.254433544923279
Stanford_2,full,relax_kur,discharge_capacity_in_Ah,188489,-0.04475499925869642,-0.11447379373360321,0.04475499925869642,0.11447379373360321
Stanford_2,full,relax_max,discharge_capacity_in_Ah,188489,0.00040261853698469216,-0.31549170224219686,0.00040261853698469216,0.31549170224219686
Stanford_2,full,relax_mean,discharge_capacity_in_Ah,188489,0.005792188102458979,0.0652280458191594,0.005792188102458979,0.0652280458191594
Stanford_2,full,relax_min,discharge_capacity_in_Ah,188489,0.028947241833475825,0.3909328039276129,0.028947241833475825,0.3909328039276129
Stanford_2,full,relax_ske,discharge_capacity_in_Ah,188489,-0.004615077751936408,-0.0021163563560526715,0.004615077751936408,0.0021163563560526715
Stanford_2,full,relax_var,discharge_capacity_in_Ah,188489,0.004328974976672258,-0.254433544923279,0.004328974976672258,0.254433544923279
Tongji,full,relax_kur,RUL,54364,0.041196148508179674,0.3661828231104118,0.041196148508179674,0.3661828231104118
Tongji,full,relax_max,RUL,54364,0.7540275382040675,0.7995109418372827,0.7540275382040675,0.7995109418372827
Tongji,full,relax_mean,RUL,54364,0.9137133554133623,0.9392281832431443,0.9137133554133623,0.9392281832431443
Tongji,full,relax_min,RUL,54364,0.4552486829105946,0.4938448187131968,0.4552486829105946,0.4938448187131968
Tongji,full,relax_ske,RUL,54364,-0.12856147271993368,-0.4348909484071517,0.12856147271993368,0.4348909484071517
Tongji,full,relax_var,RUL,54364,-0.13326050702448158,-0.2268584875730888,0.13326050702448158,0.2268584875730888
Tongji,full,relax_kur,SOH,54364,0.061958617921067674,0.3075606636943242,0.061958617921067674,0.3075606636943242
Tongji,full,relax_max,SOH,54364,0.7584173742183493,0.7985850403554658,0.7584173742183493,0.7985850403554658
Tongji,full,relax_mean,SOH,54364,0.9167329231821312,0.9196232304438797,0.9167329231821312,0.9196232304438797
Tongji,full,relax_min,SOH,54364,0.48394487236865164,0.5182154756173638,0.48394487236865164,0.5182154756173638
Tongji,full,relax_ske,SOH,54364,-0.13691670015716484,-0.377731941948867,0.13691670015716484,0.377731941948867
Tongji,full,relax_var,SOH,54364,-0.16536811697303047,-0.2425828795506051,0.16536811697303047,0.2425828795506051
Tongji,full,relax_kur,discharge_capacity_in_Ah,54364,-0.4801878519718585,0.09310129061252713,0.4801878519718585,0.09310129061252713
Tongji,full,relax_max,discharge_capacity_in_Ah,54364,0.057938899819740604,0.42655322030535625,0.057938899819740604,0.42655322030535625
Tongji,full,relax_mean,discharge_capacity_in_Ah,54364,0.5457479144915911,0.6785167372962362,0.5457479144915911,0.6785167372962362
Tongji,full,relax_min,discharge_capacity_in_Ah,54364,0.5019731109958726,0.4388369015228037,0.5019731109958726,0.4388369015228037
Tongji,full,relax_ske,discharge_capacity_in_Ah,54364,0.10527827452627025,-0.29114533740323656,0.10527827452627025,0.29114533740323656
Tongji,full,relax_var,discharge_capacity_in_Ah,54364,0.3493297339818503,0.11720451784007704,0.3493297339818503,0.11720451784007704
UL_PUR,full,relax_kur,RUL,2245,-0.4439698621339006,-0.5337589109942251,0.4439698621339006,0.5337589109942251
UL_PUR,full,relax_max,RUL,2245,-0.1748347826029583,-0.26791784752540154,0.1748347826029583,0.26791784752540154
UL_PUR,full,relax_mean,RUL,2245,0.06355892797337072,0.3055011104785372,0.06355892797337072,0.3055011104785372
UL_PUR,full,relax_min,RUL,2245,0.7205932240917975,0.7833562822590033,0.7205932240917975,0.7833562822590033
UL_PUR,full,relax_ske,RUL,2245,0.5225382794297968,0.5489129020848201,0.5225382794297968,0.5489129020848201
UL_PUR,full,relax_var,RUL,2245,-0.7205011967871492,-0.7844185461256843,0.7205011967871492,0.7844185461256843
UL_PUR,full,relax_kur,SOH,2245,-0.4098434639426331,-0.5045249399551002,0.4098434639426331,0.5045249399551002
UL_PUR,full,relax_max,SOH,2245,-0.06226240123236211,-0.1287808789136904,0.06226240123236211,0.1287808789136904
UL_PUR,full,relax_mean,SOH,2245,0.1411223826025903,0.30338053882675386,0.1411223826025903,0.30338053882675386
UL_PUR,full,relax_min,SOH,2245,0.6436698937197421,0.6696396352451295,0.6436698937197421,0.6696396352451295
UL_PUR,full,relax_ske,SOH,2245,0.45525618108904453,0.518813155308425,0.45525618108904453,0.518813155308425
UL_PUR,full,relax_var,SOH,2245,-0.6405889691611326,-0.6572361699005931,0.6405889691611326,0.6572361699005931
UL_PUR,full,relax_kur,discharge_capacity_in_Ah,2245,-0.40984346394263316,-0.5045249399551002,0.40984346394263316,0.5045249399551002
UL_PUR,full,relax_max,discharge_capacity_in_Ah,2245,-0.06226240123236207,-0.1287808789136904,0.06226240123236207,0.1287808789136904
UL_PUR,full,relax_mean,discharge_capacity_in_Ah,2245,0.14112238260259027,0.30338053882675386,0.14112238260259027,0.30338053882675386
UL_PUR,full,relax_min,discharge_capacity_in_Ah,2245,0.6436698937197423,0.6696396352451295,0.6436698937197423,0.6696396352451295
UL_PUR,full,relax_ske,discharge_capacity_in_Ah,2245,0.45525618108904453,0.518813155308425,0.45525618108904453,0.518813155308425
UL_PUR,full,relax_var,discharge_capacity_in_Ah,2245,-0.6405889691611327,-0.6572361699005931,0.6405889691611327,0.6572361699005931
XJTU,full,relax_kur,RUL,6938,-0.746123342113925,-0.7704391541841835,0.746123342113925,0.7704391541841835
XJTU,full,relax_max,RUL,6938,0.34882883039495916,0.3485555893686705,0.34882883039495916,0.3485555893686705
XJTU,full,relax_mean,RUL,6938,0.6706953908374649,0.7216171189169727,0.6706953908374649,0.7216171189169727
XJTU,full,relax_min,RUL,6938,0.6429313801981817,0.6980325011075946,0.6429313801981817,0.6980325011075946
XJTU,full,relax_ske,RUL,6938,-0.593254824645303,-0.6227681282364363,0.593254824645303,0.6227681282364363
XJTU,full,relax_var,RUL,6938,-0.6026793149430976,-0.6059185840603927,0.6026793149430976,0.6059185840603927
XJTU,full,relax_kur,SOH,6938,-0.6535111435754938,-0.7432723738485951,0.6535111435754938,0.7432723738485951
XJTU,full,relax_max,SOH,6938,0.48741761196714795,0.44033878370977286,0.48741761196714795,0.44033878370977286
XJTU,full,relax_mean,SOH,6938,0.8642837404806454,0.8286057227051691,0.8642837404806454,0.8286057227051691
XJTU,full,relax_min,SOH,6938,0.8536295878446384,0.8222687436923238,0.8536295878446384,0.8222687436923238
XJTU,full,relax_ske,SOH,6938,-0.3873794408169362,-0.5078932225391193,0.3873794408169362,0.5078932225391193
XJTU,full,relax_var,SOH,6938,-0.865507026788684,-0.7746282337147067,0.865507026788684,0.7746282337147067
XJTU,full,relax_kur,discharge_capacity_in_Ah,6938,-0.6535111435754938,-0.7432723738485951,0.6535111435754938,0.7432723738485951
XJTU,full,relax_max,discharge_capacity_in_Ah,6938,0.48741761196714795,0.44033878370977286,0.48741761196714795,0.44033878370977286
XJTU,full,relax_mean,discharge_capacity_in_Ah,6938,0.8642837404806454,0.8286057227051691,0.8642837404806454,0.8286057227051691
XJTU,full,relax_min,discharge_capacity_in_Ah,6938,0.8536295878446384,0.8222687436923238,0.8536295878446384,0.8222687436923238
